fecha,url_autor,tiempo_lectura,titulo,subtitulo,aplausos,respuestas,url leer mas
07/09/2020,https://medium.com/@alvaro.fdez.martin,3 min read,Terraforming “Missing” Resources at Provider Level,-,111,0 responses,https://medium.com/swlh/terraforming-missing-resources-at-provider-level-74cec799d2?source=collection_archive---------85-----------------------
07/09/2020,https://medium.com/@joanna_lin,8 min read,"So, Tell Me About Linked Lists",-,53,0 responses,https://medium.com/swlh/so-tell-me-about-linked-lists-4d1335334d4a?source=collection_archive---------86-----------------------
07/09/2020,https://medium.com/@jordangowanlock,6 min read,How Jobs in the Animation Industry are Changing,Animation has become a more common component of…,303,1 response,https://medium.com/swlh/how-jobs-in-the-animation-industry-are-changing-79d73a296b83?source=collection_archive---------87-----------------------
07/09/2020,https://medium.com/@sekou-dosso82-17502,3 min read,JavaScript Hoisting,-,56,0 responses,https://medium.com/swlh/javascript-hoisting-e72497ec8157?source=collection_archive---------88-----------------------
07/09/2020,https://medium.com/@PromiseShittu,5 min read,Few Things You Should Be Able to Do With the Pandas Library.,-,51,0 responses,https://medium.com/swlh/few-things-you-should-be-able-to-do-with-the-pandas-library-29354e350d1e?source=collection_archive---------89-----------------------
07/09/2020,https://medium.com/@samswank,6 min read,Democrat or Republican? Politics and Logistic Regression,-,50,0 responses,https://medium.com/swlh/democrat-or-republican-politics-and-logistic-regression-7639648be5f0?source=collection_archive---------90-----------------------
07/09/2020,https://medium.com/@haihuan-chen1,6 min read,Things I Have Learned Using Google Firebase Part II,-,187,0 responses,https://medium.com/swlh/things-i-have-learned-using-google-firebase-part-ii-7a36c6af09ad?source=collection_archive---------91-----------------------
07/09/2020,https://medium.com/@melikekilic,2 min read,“You Are Not My Type” -PropTypes.,-,220,0 responses,https://medium.com/swlh/youre-not-my-type-proptypes-9d7bcc73db14?source=collection_archive---------92-----------------------
07/01/2020,https://medium.com/@timdenning,4 min read,"Keanu Reeves Rarely Talks About Money — but When He Does, It’s Life-Changing",Choosing one of these…,52K,243 responses,https://medium.com/swlh/keanu-reeves-rarely-talks-about-money-but-when-he-does-its-life-changing-8a89175ad694?source=collection_archive---------0-----------------------
07/01/2020,https://medium.com/@timdenning,13 min read,How to Double Your 9–5 Salary in 12 Months,Strategies for staying at your current company or moving on…,7.1K,24 responses,https://medium.com/swlh/how-to-double-your-9-5-salary-in-12-months-356691074828?source=collection_archive---------1-----------------------
07/01/2020,https://medium.com/@erickleppen,14 min read,Dashboards in Python for Beginners and Everyone Else using Dash,-,1.3K,7 responses,https://medium.com/swlh/dashboards-in-python-for-beginners-and-everyone-else-using-dash-f0a045a86644?source=collection_archive---------2-----------------------
07/01/2020,https://medium.com/@laffra,11 min read,"Get hired at Uber, Google, Amazon, LinkedIn, Microsoft, Facebook, etc.",Tips on the process…,477,2 responses,https://medium.com/swlh/how-to-get-hired-at-uber-google-amazon-linkedin-microsoft-facebook-etc-4f5a2f159c25?source=collection_archive---------3-----------------------
07/01/2020,https://medium.com/@tristanfleming,13 min read,How I Spent $100k on My Startup and Made $0.,"Entrepreneurs are an odd group, and I’m speaking as a…",1.2K,12 responses,https://medium.com/swlh/how-i-spent-100k-on-my-startup-and-made-0-d991d559e9d1?source=collection_archive---------4-----------------------
07/01/2020,https://medium.com/@r1ckr,8 min read,Kubernetes Ingress — Simplified · Scaleout Ninja,-,553,0 responses,https://medium.com/swlh/kubernetes-ingress-simplified-e0b9dc32f9fd?source=collection_archive---------5-----------------------
07/01/2020,https://medium.com/@geekgirl907,5 min read,How to Setup a Python Virtual Environment,"Using homebrew, pip and virtualenv keeps each project…",211,1 response,https://medium.com/swlh/how-to-setup-your-python-projects-1eb5108086b1?source=collection_archive---------6-----------------------
07/01/2020,https://medium.com/@ssaurel,9 min read,The 9 Biggest Bitcoin’s Myths That Need To Be Debunked,Debunking these myths will help Bitcoin’s mass…,653,6 responses,https://medium.com/swlh/the-9-biggest-bitcoins-myths-that-need-to-be-debunked-d8dde3cb7a83?source=collection_archive---------7-----------------------
07/01/2020,https://medium.com/@peter.easter.do,2 min read,Setting Your Python Version in Sublime-Text,Ahh…”Just right!”,101,0 responses,https://medium.com/swlh/setting-your-python-version-in-sublime-text-8e8a305e6701?source=collection_archive---------8-----------------------
07/01/2020,https://medium.com/@timdenning,6 min read,Business Lessons From the Bestselling Book “Anything You Want”,The edited shortlist of business…,1.5K,6 responses,https://medium.com/swlh/business-lessons-from-the-bestselling-book-anything-you-want-ee057b768707?source=collection_archive---------9-----------------------
07/01/2020,https://medium.com/@refinedliz,11 min read,How to Stay Motivated and Achieve Your Goals No Matter What,8 Powerful Strategies for Showing Up Every…,783,1 response,https://medium.com/swlh/how-to-stay-motivated-and-achieve-your-goals-no-matter-what-c17ad3b70b09?source=collection_archive---------10-----------------------
07/01/2020,https://medium.com/@jeffmorhous,5 min read,How I Use Todoist To Organize My Life As A Student,And how you can leverage the task manager to get…,287,2 responses,https://medium.com/swlh/how-i-use-todoist-to-organize-my-life-as-a-student-8c95d5597a1d?source=collection_archive---------11-----------------------
07/01/2020,https://medium.com/@kymidd,9 min read,Azure DevOps YML Terraform Pipeline and Pre-Merge Pull Request Validation,-,31,0 responses,https://medium.com/swlh/azure-devops-yml-terraform-pipeline-and-pre-merge-pull-request-validation-6352b841376a?source=collection_archive---------12-----------------------
07/01/2020,https://medium.com/@seandearnaley,14 min read,"How to build a JAMstack blog with Gatsby.JS, Lumen and Netlify",Zero to production in just a few hours.,136,0 responses,https://medium.com/swlh/how-to-build-a-jamstack-blog-site-with-gatsby-js-lumin-and-netlify-2562eb1eeb38?source=collection_archive---------13-----------------------
07/01/2020,https://medium.com/@Keithweaver_,9 min read,Setting up a S3 Bucket with Cross Region Replication,-,132,0 responses,https://medium.com/swlh/setting-up-a-s3-bucket-with-cross-region-replication-6516690501cc?source=collection_archive---------14-----------------------
07/01/2020,https://medium.com/@justinkelsey,5 min read,"How to Avoid Facebook Ads Bankrupting Your Company, as Taught by this Startup’s Shutdown",-,300,2 responses,https://medium.com/swlh/how-to-avoid-facebook-ads-bankrupting-your-company-as-taught-by-this-startups-shutdown-a56d3ab3017a?source=collection_archive---------15-----------------------
07/01/2020,https://medium.com/@cgibsonmm,7 min read,Building an Instagram Clone in React-Native and Tailwind-CSS with a Ruby on Rails API only backend,-,294,1 response,https://medium.com/swlh/building-an-instagram-clone-in-react-native-and-tailwind-css-with-a-ruby-on-rails-api-only-backend-8be79d6b987d?source=collection_archive---------16-----------------------
07/01/2020,https://medium.com/@brett-j-fox,8 min read,When Is It The Wrong Time To Scale Your Startup?,-,219,0 responses,https://medium.com/swlh/when-is-it-the-wrong-time-to-scale-your-startup-bf6eb124d50b?source=collection_archive---------17-----------------------
07/01/2020,https://medium.com/@apendora,9 min read,All You Need to Know About Your Start-Up’s Financials,So you can save on an accountant.,432,0 responses,https://medium.com/swlh/all-you-need-to-know-about-your-start-ups-financials-f6c244dbc612?source=collection_archive---------18-----------------------
07/01/2020,https://medium.com/@prematsamy,7 min read,Bitcoin and Ethereum’s Role in the Emergence of DeFi. How to Participate in The Financial Revolution,-,235,1 response,https://medium.com/swlh/bitcoin-and-ethereums-role-in-the-emergence-of-defi-how-to-participate-in-this-financial-revolution-in-2020-a87ac50bd7a9?source=collection_archive---------19-----------------------
07/01/2020,https://medium.com/@azielinsky95,4 min read,Tips for creating UI programmatically,-,252,2 responses,https://medium.com/swlh/tips-for-creating-ui-programmatically-c41dbce09836?source=collection_archive---------20-----------------------
07/01/2020,https://medium.com/@laiello,3 min read,Running Laravel on Kubernetes,-,67,1 response,https://medium.com/swlh/running-laravel-on-kubernetes-7b3fa1235f11?source=collection_archive---------21-----------------------
07/01/2020,https://medium.com/@akhaledblog,5 min read,Gender Criticals Are Purposeless Fearmongers,The movement struggles to make a compelling case for its…,795,9 responses,https://medium.com/swlh/terfs-gender-critical-radical-feminists-transphobia-3d586badcef2?source=collection_archive---------22-----------------------
07/01/2020,https://medium.com/@elizabeth_87041,7 min read,Disabled People Do Yoga.,-,349,2 responses,https://medium.com/swlh/disabled-people-do-yoga-15fa03eae6b6?source=collection_archive---------23-----------------------
07/01/2020,https://medium.com/@topunboxing121,5 min read,Secret Uses for QR Codes,-,77,0 responses,https://medium.com/swlh/secret-uses-for-qr-codes-e75392f41403?source=collection_archive---------24-----------------------
07/01/2020,https://medium.com/@jilldignan,9 min read,How to Ask for a Raise,Seven ways to approach compensation conversations to get the paycheck you…,104,0 responses,https://medium.com/swlh/how-to-ask-for-a-raise-28a12fda4c69?source=collection_archive---------25-----------------------
07/01/2020,https://medium.com/@jjhn,13 min read,Bitcoin’s Growth In Numbers,-,306,1 response,https://medium.com/swlh/bitcoins-growth-in-numbers-40db073e0403?source=collection_archive---------26-----------------------
07/01/2020,https://medium.com/@stevenpcurtis,5 min read,Inside Swift’s inout parameters,Some of Swift’s parameters are not constants. This is why you need to…,132,1 response,https://medium.com/swlh/inside-swifts-inout-parameters-f66fc39f3e8c?source=collection_archive---------27-----------------------
07/01/2020,https://medium.com/@boyuanxu,5 min read,"[JAVA-2e] Building a Simple Calculator: Classes, Objects, and Object-Oriented Programming",-,22,0 responses,https://medium.com/swlh/java-2e-building-a-simple-calculator-classes-objects-and-object-oriented-programming-ff09371c0caf?source=collection_archive---------28-----------------------
07/01/2020,https://medium.com/@JLawlerCal,11 min read,Punishing the Byzantine Fault: Application of US law to a 51% attack (or threat),-,167,1 response,https://medium.com/swlh/punishing-the-byzantine-fault-application-of-us-law-to-a-51-attack-or-threat-921bb0469247?source=collection_archive---------29-----------------------
07/01/2020,https://medium.com/@scotthyoung,7 min read,Success is Stamina: To Win Means to Keep Playing,-,245,1 response,https://medium.com/swlh/success-is-stamina-to-win-means-to-keep-playing-346b4a031ada?source=collection_archive---------30-----------------------
07/01/2020,https://medium.com/@aroonin,11 min read,The Art of Digital Demand Generation,-,55,0 responses,https://medium.com/swlh/the-art-of-digital-demand-generation-57bc7b01ea11?source=collection_archive---------31-----------------------
07/01/2020,https://medium.com/@sinemgnel,11 min read,11 High-Impact Strategies to Get Rid of Time-Wasters and Uplevel Your Productivity,-,78,1 response,https://medium.com/swlh/11-high-impact-strategies-to-get-rid-of-time-wasters-and-uplevel-your-productivity-57e83aa2e594?source=collection_archive---------32-----------------------
